state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
DE,161,510,no,no,0,197.2,114,33.52,219.6,96,18.67,183.0,99,8.23,14.4,6,3.89,0,no
OR,225,510,no,no,0,169.0,120,28.73,157.7,119,13.4,265.0,98,11.92,7.0,4,1.89,3,no
DE,101,408,no,no,0,157.2,121,26.72,218.3,140,18.56,191.3,114,8.61,14.4,4,3.89,1,no
DC,119,415,no,no,0,138.3,92,23.51,202.1,93,17.18,231.6,104,10.42,12.7,3,3.43,2,no
CO,132,408,no,yes,9,252.1,88,42.86,197.6,82,16.8,169.4,90,7.62,6.0,6,1.62,3,no
WI,92,415,no,no,0,278.4,63,47.33,164.2,129,13.96,265.0,97,11.92,6.3,4,1.7,3,yes
DC,136,415,no,no,0,191.2,98,32.5,173.1,107,14.71,224.2,102,10.09,14.8,5,4.0,2,no
OK,109,415,no,no,0,161.9,108,27.52,217.7,109,18.5,188.6,95,8.49,8.3,2,2.24,3,no
LA,129,510,no,no,0,164.7,71,28.0,212.9,101,18.1,163.0,60,7.33,11.7,2,3.16,1,no
VT,61,415,no,no,0,171.7,153,29.19,228.4,109,19.41,181.6,92,8.17,5.5,3,1.49,4,no
AK,110,408,no,no,0,192.3,96,32.69,245.5,138,20.87,119.7,116,5.39,7.3,9,1.97,1,no
AZ,162,408,no,yes,4,145.4,106,24.72,160.1,85,13.61,240.6,82,10.83,10.5,5,2.83,1,no
FL,110,510,no,no,0,153.1,83,26.03,220.0,98,18.7,186.3,133,8.38,12.0,7,3.24,3,no
FL,35,510,no,no,0,246.5,102,41.91,173.2,92,14.72,114.2,128,5.14,14.0,5,3.78,3,no
TN,197,415,no,no,0,229.6,103,39.03,191.2,106,16.25,165.9,90,7.47,4.1,5,1.11,0,no
FL,92,415,yes,yes,10,143.2,70,24.34,189.7,97,16.12,168.7,124,7.59,14.5,5,3.92,1,no
OR,122,415,no,no,0,235.2,67,39.98,210.2,103,17.87,197.7,107,8.9,9.3,4,2.51,1,no
DC,114,408,no,no,0,205.9,81,35.0,172.7,64,14.68,207.5,85,9.34,15.0,4,4.05,0,no
SD,141,408,no,yes,7,228.4,74,38.83,218.4,92,18.56,160.7,88,7.23,11.5,1,3.11,1,no
NV,104,415,no,no,0,105.6,148,17.95,184.6,114,15.69,198.8,83,8.95,7.2,4,1.94,1,no
NY,119,408,yes,no,0,245.9,131,41.8,165.5,83,14.07,156.0,95,7.02,11.4,4,3.08,0,yes
DE,94,510,no,no,0,110.4,112,18.77,265.1,92,22.53,168.2,101,7.57,9.6,3,2.59,1,no
DE,69,510,no,yes,11,170.4,101,28.97,233.1,117,19.81,218.7,106,9.84,10.7,5,2.89,2,no
AL,73,415,no,no,0,182.8,88,31.08,164.0,76,13.94,254.7,117,11.46,15.2,8,4.1,4,no
WI,174,408,no,yes,6,157.4,64,26.76,197.3,77,16.77,227.9,134,10.26,11.6,2,3.13,0,no
AZ,108,510,no,no,0,184.8,98,31.42,198.8,94,16.9,210.5,111,9.47,8.6,3,2.32,1,no
CT,16,415,yes,no,0,194.8,132,33.12,213.6,82,18.16,198.9,100,8.95,11.4,4,3.08,0,yes
KS,75,408,no,no,0,273.0,96,46.41,208.6,117,17.73,217.3,103,9.78,11.1,4,3.0,3,yes
LA,152,510,no,yes,7,142.1,73,24.16,231.2,106,19.65,228.2,94,10.27,13.0,2,3.51,2,no
PA,88,408,yes,no,0,191.9,124,32.62,201.0,119,17.09,223.7,78,10.07,4.8,2,1.3,2,yes
MS,77,510,no,no,0,236.3,106,40.17,181.9,107,15.46,154.8,113,6.97,14.4,4,3.89,5,no
NJ,97,415,no,yes,7,179.3,99,30.48,177.5,81,15.09,139.9,93,6.3,12.7,7,3.43,2,no
MI,13,408,yes,no,0,224.6,116,38.18,229.3,101,19.49,246.7,91,11.1,11.2,2,3.02,2,no
FL,128,415,yes,no,0,187.5,105,31.88,205.1,134,17.43,165.9,144,7.47,8.2,5,2.21,1,yes
NJ,139,408,no,no,0,121.8,108,20.71,172.0,96,14.62,183.9,108,8.28,11.7,9,3.16,0,no
AK,157,510,no,no,0,178.3,91,30.31,142.9,89,12.15,166.0,91,7.47,14.6,5,3.94,2,no
DE,89,415,no,no,0,148.5,91,25.25,138.2,83,11.75,156.6,94,7.05,12.0,5,3.24,0,no
SD,113,415,no,no,0,204.7,111,34.8,129.9,90,11.04,166.1,93,7.47,9.7,6,2.62,3,no
WV,134,408,no,no,0,197.7,117,33.61,248.0,122,21.08,164.7,89,7.41,10.4,4,2.81,4,no
AZ,48,415,no,yes,9,130.1,85,22.12,250.0,97,21.25,220.9,88,9.94,12.5,8,3.38,0,no
KS,98,415,no,no,0,164.3,106,27.93,191.4,109,16.27,254.2,66,11.44,9.8,4,2.65,2,no
NJ,41,408,no,no,0,250.6,115,42.6,134.8,116,11.46,227.6,128,10.24,8.1,3,2.19,1,no
AK,118,415,no,no,0,142.2,79,24.17,233.6,113,19.86,194.7,115,8.76,12.1,4,3.27,0,no
NV,39,408,no,no,0,131.1,100,22.29,202.6,89,17.22,221.6,118,9.97,9.9,1,2.67,1,no
AR,1,415,no,no,0,175.4,64,29.82,218.8,58,18.6,193.7,110,8.72,6.6,5,1.78,0,no
MN,75,408,no,no,0,232.6,122,39.54,228.0,85,19.38,285.2,64,12.83,6.9,6,1.86,0,yes
AZ,108,510,no,no,0,181.6,99,30.87,204.1,124,17.35,212.4,53,9.56,15.8,3,4.27,1,no
UT,72,510,no,no,0,155.1,108,26.37,188.8,103,16.05,209.7,71,9.44,11.4,3,3.08,4,no
NV,118,408,no,no,0,163.1,109,27.73,205.0,79,17.43,141.0,111,6.34,14.9,8,4.02,0,no
SD,84,510,no,yes,7,211.3,133,35.92,192.9,74,16.4,174.0,109,7.83,9.7,4,2.62,2,no
AL,118,415,yes,no,0,170.3,98,28.95,199.6,83,16.97,241.6,119,10.87,13.1,6,3.54,4,no
VA,99,510,no,no,0,153.0,95,26.01,135.3,79,11.5,189.8,133,8.54,11.9,3,3.21,2,no
GA,31,510,no,yes,8,156.1,128,26.54,216.0,102,18.36,207.5,92,9.34,16.0,4,4.32,5,no
CA,87,408,no,no,0,171.4,93,29.14,161.7,72,13.74,170.4,115,7.67,7.5,4,2.03,0,no
FL,116,408,no,no,0,215.3,82,36.6,217.1,110,18.45,145.9,130,6.57,6.5,3,1.76,1,no
NY,73,510,yes,no,0,204.1,88,34.7,206.6,103,17.56,178.4,84,8.03,10.2,4,2.75,0,no
MO,50,415,no,no,0,146.3,102,24.87,161.4,121,13.72,279.8,94,12.59,8.0,2,2.16,2,no
IA,51,415,no,no,0,163.4,77,27.78,182.6,88,15.52,181.4,128,8.16,9.8,7,2.65,2,no
WY,40,415,no,no,0,241.8,74,41.11,153.0,101,13.01,234.1,141,10.53,11.7,2,3.16,0,yes
PA,148,510,no,yes,8,160.1,113,27.22,153.2,92,13.02,203.6,66,9.16,10.5,6,2.83,1,no
NC,49,510,no,no,0,223.9,76,38.06,255.5,120,21.72,243.2,137,10.94,10.2,2,2.75,0,no
CA,106,415,no,no,0,116.3,109,19.77,162.5,118,13.81,176.5,96,7.94,14.1,4,3.81,0,no
WY,84,510,no,no,0,229.2,99,38.96,169.2,111,14.38,185.8,75,8.36,7.3,4,1.97,5,no
NY,111,510,no,no,0,196.9,111,33.47,184.4,117,15.67,152.9,102,6.88,15.8,2,4.27,5,yes
OH,102,408,no,no,0,239.9,119,40.78,218.3,92,18.56,226.0,98,10.17,6.8,2,1.84,0,yes
NY,120,408,no,no,0,191.9,97,32.62,168.1,126,14.29,196.4,82,8.84,11.4,2,3.08,1,no
SD,80,408,no,yes,12,179.4,114,30.5,179.4,84,15.25,222.6,93,10.02,7.6,5,2.05,2,no
RI,116,510,no,yes,8,194.7,77,33.1,205.8,139,17.49,237.3,76,10.68,9.4,6,2.54,0,no
AZ,91,408,no,no,0,258.2,102,43.89,189.2,87,16.08,189.4,92,8.52,10.5,7,2.83,2,yes
MN,142,415,no,no,0,196.8,114,33.46,222.1,92,18.88,257.5,86,11.59,1.7,2,0.46,1,no
GA,49,510,no,no,0,221.3,150,37.62,146.0,128,12.41,183.6,93,8.26,10.8,3,2.92,1,no
CT,104,510,no,no,0,144.9,116,24.63,182.1,98,15.48,141.1,67,6.35,10.0,4,2.7,1,no
OK,93,510,no,no,0,171.9,91,29.22,140.1,110,11.91,133.5,66,6.01,9.2,1,2.48,2,no
OK,96,408,no,yes,9,140.0,101,23.8,153.8,113,13.07,165.5,92,7.45,10.1,4,2.73,0,no
OH,106,415,no,no,0,163.4,120,27.78,247.4,114,21.03,166.6,84,7.5,6.6,5,1.78,1,yes
IN,164,415,no,no,0,150.7,82,25.62,200.9,89,17.08,220.9,104,9.94,15.6,3,4.21,0,no
ND,54,408,no,no,0,174.8,130,29.72,202.1,102,17.18,203.7,127,9.17,6.9,2,1.86,0,yes
AK,97,510,no,no,0,199.0,83,33.83,269.8,104,22.93,185.4,112,8.34,12.6,2,3.4,1,no
CA,85,415,no,yes,9,168.5,88,28.65,164.2,68,13.96,245.9,77,11.07,12.2,5,3.29,2,no
NY,134,408,no,no,0,120.2,110,20.43,184.8,93,15.71,270.1,96,12.15,12.3,4,3.32,1,no
LA,66,408,yes,no,0,212.3,80,36.09,224.2,127,19.06,172.3,91,7.75,13.0,6,3.51,0,no
MN,119,510,no,no,0,153.8,86,26.15,225.3,98,19.15,243.1,106,10.94,9.9,3,2.67,2,no
MI,103,415,no,no,0,197.1,123,33.51,198.6,92,16.88,187.3,108,8.43,11.0,3,2.97,0,no
VA,159,408,no,no,0,228.8,98,38.9,216.1,75,18.37,203.9,89,9.18,10.2,2,2.75,2,no
RI,107,415,no,yes,10,169.9,100,28.88,172.9,113,14.7,164.8,109,7.42,11.4,6,3.08,2,no
NV,13,408,no,yes,7,229.2,78,38.96,242.8,118,20.64,215.8,106,9.71,10.9,3,2.94,3,no
AZ,60,415,no,no,0,140.8,81,23.94,234.3,121,19.92,211.9,93,9.54,11.0,4,2.97,4,no
ND,144,408,no,no,0,192.4,117,32.71,197.7,125,16.8,182.1,63,8.19,6.7,6,1.81,1,no
IA,50,408,no,no,0,157.7,120,26.81,242.3,136,20.6,215.6,124,9.7,11.9,2,3.21,2,no
OK,92,408,no,no,0,176.4,90,29.99,194.6,126,16.54,203.2,102,9.14,5.7,2,1.54,0,no
MN,106,408,no,yes,7,191.3,98,32.52,180.3,114,15.33,130.3,122,5.86,10.0,4,2.7,0,no
IA,117,408,no,yes,9,148.8,108,25.3,187.5,103,15.94,203.8,95,9.17,9.4,4,2.54,2,no
SC,57,510,no,no,0,215.9,78,36.7,164.2,81,13.96,226.6,87,10.2,6.0,3,1.62,1,no
MS,76,415,no,no,0,188.5,124,32.05,198.0,71,16.83,156.8,103,7.06,13.0,5,3.51,1,no
NV,152,510,no,no,0,156.0,98,26.52,244.6,110,20.79,150.9,82,6.79,7.4,2,2.0,1,no
TX,164,415,yes,no,0,219.4,109,37.3,141.8,96,12.05,171.6,116,7.72,13.2,5,3.56,3,yes
OH,88,415,yes,no,0,192.8,116,32.78,222.1,120,18.88,164.3,95,7.39,7.2,6,1.94,2,no
NY,180,415,no,no,0,192.0,118,32.64,229.9,97,19.54,184.6,104,8.31,10.5,2,2.83,0,no
NC,92,415,no,no,0,229.7,93,39.05,164.4,112,13.97,209.0,99,9.4,11.4,2,3.08,1,no
TN,101,415,no,no,0,249.6,100,42.43,247.8,128,21.06,153.8,94,6.92,14.2,6,3.83,1,no
MO,134,510,yes,no,0,240.7,118,40.92,235.6,71,20.03,190.7,111,8.58,6.3,2,1.7,2,no
MN,74,415,no,yes,7,221.0,107,37.57,215.2,115,18.29,247.7,124,11.15,11.7,2,3.16,1,no
CT,115,510,no,no,0,187.1,91,31.81,172.0,107,14.62,211.9,105,9.54,10.3,1,2.78,5,no
WY,80,415,no,no,0,145.6,92,24.75,227.2,107,19.31,192.1,100,8.64,12.6,0,3.4,0,no
SC,113,408,yes,yes,2,192.4,108,32.71,239.8,117,20.38,221.8,105,9.98,8.3,2,2.24,2,no
AZ,108,408,no,no,0,229.4,122,39.0,144.5,84,12.28,245.5,85,11.05,9.8,5,2.65,1,no
LA,105,408,no,no,0,241.6,105,41.07,152.1,115,12.93,206.0,82,9.27,13.2,3,3.56,0,no
MI,102,415,yes,no,0,173.5,96,29.5,148.6,127,12.63,189.4,90,8.52,14.8,3,4.0,0,yes
NE,64,415,no,no,0,140.7,85,23.92,162.6,52,13.82,249.4,97,11.22,7.9,4,2.13,1,no
VT,78,408,no,no,0,161.2,84,27.4,212.9,103,18.1,201.4,115,9.06,8.6,5,2.32,1,no
OR,102,510,no,no,0,160.3,139,27.25,207.3,115,17.62,210.0,95,9.45,9.9,5,2.67,1,no
DE,131,408,no,no,0,193.5,114,32.9,197.0,135,16.75,242.8,90,10.93,12.4,7,3.35,3,no
LA,157,408,no,yes,10,176.6,82,30.02,247.3,103,21.02,176.6,76,7.95,6.2,3,1.67,1,no
DC,79,408,no,no,0,226.3,99,38.47,294.0,94,24.99,305.1,108,13.73,12.5,4,3.38,3,no
NC,61,415,no,yes,7,171.9,99,29.22,154.5,117,13.13,206.2,138,9.28,10.9,3,2.94,1,no
AK,99,415,yes,no,0,104.3,77,17.73,109.7,73,9.32,220.3,88,9.91,10.5,6,2.83,0,no
KS,98,415,no,no,0,195.8,97,33.29,241.5,91,20.53,144.8,78,6.52,11.3,4,3.05,1,no
IL,138,415,no,no,0,162.8,85,27.68,218.6,106,18.58,197.3,135,8.88,10.6,3,2.86,1,no
HI,42,415,no,no,0,288.0,66,48.96,201.3,122,17.11,236.3,117,10.63,9.0,3,2.43,2,no
CO,120,415,no,yes,12,171.6,79,29.17,224.0,112,19.04,256.3,68,11.53,12.7,4,3.43,1,no
MT,130,408,no,yes,9,220.5,74,37.48,210.3,138,17.88,227.9,77,10.26,7.9,5,2.13,0,no
AZ,83,408,no,yes,11,142.3,93,24.19,193.4,93,16.44,208.1,84,9.36,14.4,3,3.89,1,no
DE,128,408,no,no,0,185.0,99,31.45,201.7,109,17.14,199.0,62,8.96,16.6,3,4.48,0,no
DE,123,415,no,no,0,146.8,90,24.96,181.4,101,15.42,271.0,63,12.2,11.0,3,2.97,1,no
NE,160,408,no,yes,13,148.6,130,25.26,205.9,84,17.5,247.8,96,11.15,10.0,7,2.7,3,no
IA,104,415,no,yes,11,150.7,83,25.62,193.2,86,16.42,245.3,103,11.04,15.5,4,4.19,1,no
UT,72,415,no,no,0,159.2,115,27.06,200.4,97,17.03,168.0,127,7.56,12.9,6,3.48,1,no
MS,99,510,yes,no,0,229.4,78,39.0,187.5,113,15.94,229.7,94,10.34,9.8,1,2.65,3,yes
CO,99,408,no,yes,6,238.6,116,40.56,174.8,124,14.86,161.7,112,7.28,11.7,4,3.16,0,no
SC,19,510,no,yes,7,251.8,96,42.81,233.2,74,19.82,214.6,111,9.66,13.4,3,3.62,0,no
NH,71,510,no,no,0,171.1,128,29.09,182.6,96,15.52,227.8,134,10.25,8.1,5,2.19,1,no
SC,64,510,no,no,0,189.0,108,32.13,231.6,106,19.69,205.6,101,9.25,12.0,5,3.24,1,no
MT,158,510,no,no,0,195.8,105,33.29,154.8,111,13.16,223.3,105,10.05,10.6,6,2.86,1,no
CO,130,408,no,no,0,158.1,74,26.88,199.5,124,16.96,239.4,91,10.77,6.2,2,1.67,2,no
MD,79,408,yes,no,0,251.8,75,42.81,164.1,93,13.95,197.8,118,8.9,11.4,1,3.08,2,no
MD,46,510,no,no,0,203.2,120,34.54,175.0,77,14.88,173.1,109,7.79,8.2,4,2.21,1,no
HI,121,415,no,yes,9,223.4,120,37.98,171.7,87,14.59,220.8,100,9.94,11.8,4,3.19,0,no
ID,134,510,no,yes,5,196.7,69,33.44,194.0,75,16.49,207.2,86,9.32,10.9,5,2.94,1,no
LA,123,415,no,no,0,192.7,76,32.76,211.4,140,17.97,223.6,94,10.06,13.9,7,3.75,3,no
WI,134,408,no,no,0,227.2,93,38.62,213.1,83,18.11,212.7,149,9.57,3.4,1,0.92,1,no
AK,71,408,no,no,0,222.1,94,37.76,157.8,96,13.41,250.3,103,11.26,10.0,6,2.7,1,no
CT,122,510,no,no,0,169.1,64,28.75,236.4,114,20.09,208.0,100,9.36,4.7,5,1.27,1,no
WI,32,415,no,no,0,241.5,116,41.05,273.8,122,23.27,266.2,108,11.98,7.7,3,2.08,1,no
KY,74,415,no,no,0,198.9,84,33.81,169.7,98,14.42,157.1,132,7.07,15.8,2,4.27,2,no
MD,62,510,yes,no,0,187.9,88,31.94,273.5,138,23.25,199.8,139,8.99,14.5,2,3.92,2,no
NC,100,415,no,no,0,133.7,139,22.73,215.6,115,18.33,236.7,91,10.65,11.6,8,3.13,1,no
CA,57,510,no,no,0,128.1,75,21.78,192.5,142,16.36,198.3,142,8.92,9.9,5,2.67,1,no
PA,140,408,no,yes,12,166.7,75,28.34,195.0,86,16.58,200.0,89,9.0,9.9,2,2.67,1,no
FL,33,510,yes,no,0,182.5,75,31.03,124.6,97,10.59,229.2,104,10.31,10.3,7,2.78,2,no
TN,114,415,no,no,0,270.3,95,45.95,188.8,99,16.05,189.4,115,8.52,5.2,3,1.4,5,yes
NJ,53,510,no,no,0,160.2,33,27.23,180.3,98,15.33,219.7,94,9.89,11.0,5,2.97,2,no
MI,117,408,no,no,0,170.6,85,29.0,223.1,116,18.96,226.8,97,10.21,7.3,4,1.97,1,no
WY,20,415,no,no,0,208.2,107,35.39,192.0,70,16.32,172.1,115,7.74,13.8,6,3.73,1,no
SC,79,415,no,no,0,204.3,106,34.73,225.4,76,19.16,250.1,91,11.25,6.7,3,1.81,0,no
CO,37,408,no,no,0,125.1,102,21.27,196.5,103,16.7,198.4,150,8.93,10.4,3,2.81,4,no
AK,73,408,yes,no,0,171.0,129,29.07,218.8,67,18.6,138.1,98,6.21,6.4,4,1.73,2,no
OH,75,408,yes,no,0,204.7,91,34.8,176.8,71,15.03,197.1,69,8.87,12.3,2,3.32,0,yes
IL,110,415,no,no,0,237.7,111,40.41,207.1,80,17.6,151.6,115,6.82,14.5,3,3.92,0,no
CA,54,415,no,no,0,115.4,126,19.62,164.3,73,13.97,159.8,121,7.19,7.9,1,2.13,1,no
AK,181,415,no,yes,9,185.1,77,31.47,175.8,93,14.94,156.3,115,7.03,6.9,6,1.86,1,no
MI,2,510,no,yes,4,155.8,134,26.49,244.1,101,20.75,157.2,114,7.07,13.2,5,3.56,0,no
IL,48,510,no,yes,7,221.3,118,37.62,215.2,83,18.29,159.2,70,7.16,10.6,5,2.86,1,no
IN,93,415,no,no,0,228.4,98,38.83,150.2,101,12.77,236.7,99,10.65,12.3,3,3.32,6,yes
HI,60,408,no,no,0,183.8,103,31.25,211.4,76,17.97,236.9,111,10.66,7.9,3,2.13,2,yes
MO,161,408,no,no,0,149.5,146,25.42,199.3,95,16.94,219.7,106,9.89,10.8,4,2.92,2,no
MO,62,415,no,no,0,242.3,89,41.19,178.1,98,15.14,201.1,54,9.05,10.4,9,2.81,2,no
NV,56,415,yes,no,0,227.6,111,38.69,190.2,106,16.17,156.2,118,7.03,9.4,4,2.54,2,yes
IA,118,408,no,yes,1,173.9,127,29.56,143.4,91,12.19,279.6,99,12.58,9.8,6,2.65,2,no
OH,67,415,yes,yes,7,149.3,119,25.38,250.8,105,21.32,187.7,118,8.45,13.8,2,3.73,1,no
MS,155,408,no,no,0,190.9,83,32.45,238.3,100,20.26,201.3,75,9.06,7.0,2,1.89,0,no
PA,95,408,no,no,0,220.7,132,37.52,207.9,112,17.67,242.6,119,10.92,13.8,2,3.73,0,no
OH,111,415,yes,no,0,195.3,105,33.2,234.3,70,19.92,191.2,108,8.6,10.8,5,2.92,1,no
OH,123,408,no,no,0,237.1,117,40.31,227.4,95,19.33,178.2,69,8.02,13.3,2,3.59,4,yes
AZ,101,408,no,yes,7,156.2,105,26.55,158.7,112,13.49,196.8,102,8.86,12.1,3,3.27,1,no
WV,65,510,no,no,0,195.7,97,33.27,247.8,73,21.06,209.7,107,9.44,7.0,3,1.89,5,no
LA,139,408,no,no,0,154.1,87,26.2,234.5,96,19.93,220.9,86,9.94,12.4,5,3.35,2,no
OK,37,415,no,yes,11,189.3,105,32.18,172.2,70,14.64,160.3,99,7.21,11.0,4,2.97,2,no
MN,16,408,no,no,0,229.1,55,38.95,191.8,76,16.3,169.0,127,7.6,10.6,3,2.86,2,no
LA,125,415,no,no,0,161.3,121,27.42,166.1,74,14.12,267.4,86,12.03,6.1,3,1.65,2,no
DE,100,408,no,no,0,266.2,98,45.25,198.3,120,16.86,198.2,136,8.92,12.0,4,3.24,1,no
WY,95,415,no,yes,9,203.4,81,34.58,234.0,98,19.89,191.4,81,8.61,12.4,4,3.35,1,no
AR,68,408,no,no,0,184.7,94,31.4,207.7,94,17.65,228.7,120,10.29,11.1,0,3.0,1,no
AZ,93,415,no,no,0,137.7,108,23.41,277.6,101,23.6,185.2,85,8.33,6.4,2,1.73,1,no
ND,173,510,yes,no,0,148.9,106,25.31,200.5,90,17.04,201.8,136,9.08,9.8,1,2.65,0,no
VA,146,415,no,no,0,229.4,100,39.0,212.3,135,18.05,270.5,113,12.17,9.9,3,2.67,1,no
MS,137,415,no,no,0,216.0,91,36.72,212.0,73,18.02,234.5,84,10.55,12.4,2,3.35,1,no
UT,37,408,yes,yes,12,149.5,92,25.42,129.4,122,11.0,163.0,110,7.33,12.3,6,3.32,2,no
CA,42,510,yes,no,0,226.3,69,38.47,173.1,126,14.71,169.1,111,7.61,4.7,5,1.27,2,yes
MS,122,510,no,no,0,217.7,78,37.01,148.4,103,12.61,202.4,89,9.11,12.5,3,3.38,1,no
KS,96,408,yes,no,0,154.2,55,26.21,184.7,121,15.7,140.0,141,6.3,11.2,3,3.02,2,no
NH,78,408,no,no,0,164.6,83,27.98,168.1,118,14.29,159.1,101,7.16,6.0,5,1.62,2,no
MT,62,408,no,no,0,226.7,108,38.54,194.2,108,16.51,131.7,129,5.93,9.4,3,2.54,0,no
MD,107,408,no,no,0,248.0,77,42.16,232.7,75,19.78,274.1,68,12.33,12.2,6,3.29,2,no
WA,69,415,no,no,0,140.3,113,23.85,159.7,94,13.57,168.3,70,7.57,12.6,1,3.4,0,no
TN,95,408,no,yes,4,211.1,98,35.89,166.3,111,14.14,174.1,93,7.83,8.6,4,2.32,2,no
AL,82,510,no,no,0,200.1,68,34.02,178.5,107,15.17,222.1,114,9.99,9.8,7,2.65,1,no
IN,112,408,no,no,0,135.3,103,23.0,168.5,117,14.32,206.5,129,9.29,5.4,4,1.46,1,no
MN,54,510,no,no,0,178.2,144,30.29,223.1,102,18.96,217.7,91,9.8,13.9,3,3.75,1,no
IN,75,415,no,no,0,139.7,80,23.75,176.2,80,14.98,168.6,72,7.59,3.6,4,0.97,0,no
ME,62,408,no,no,0,186.8,95,31.76,230.3,93,19.58,144.5,122,6.5,7.5,6,2.03,5,yes
WY,85,510,no,no,0,203.8,115,34.65,169.8,87,14.43,174.6,103,7.86,12.7,5,3.43,2,no
CT,48,510,no,yes,6,172.3,74,29.29,199.7,101,16.97,187.5,104,8.44,5.2,4,1.4,0,no
SC,111,510,no,no,0,184.2,95,31.31,183.7,88,15.61,229.7,107,10.34,7.9,5,2.13,4,yes
MD,151,415,yes,no,0,201.3,90,34.22,258.0,63,21.93,181.7,75,8.18,11.2,2,3.02,1,no
MA,81,510,no,no,0,195.3,69,33.2,228.9,77,19.46,209.4,155,9.42,5.2,1,1.4,1,yes
NM,51,510,no,no,0,219.3,78,37.28,202.3,141,17.2,239.5,64,10.78,9.1,3,2.46,4,no
KY,81,415,no,no,0,168.0,147,28.56,206.6,111,17.56,119.7,102,5.39,9.5,2,2.57,0,no
MA,87,510,no,no,0,199.0,81,33.83,206.0,106,17.51,148.0,112,6.66,14.0,1,3.78,5,no
KY,111,510,no,yes,7,154.5,111,26.27,237.0,102,20.15,147.2,75,6.62,11.4,4,3.08,4,no
CA,78,415,no,no,0,180.5,105,30.69,180.4,129,15.33,160.9,105,7.24,10.7,5,2.89,0,no
IA,67,510,no,no,0,165.3,85,28.1,237.9,101,20.22,164.9,116,7.42,7.1,1,1.92,1,no
WY,72,415,no,no,0,166.1,115,28.24,272.8,59,23.19,269.2,94,12.11,12.9,3,3.48,0,no
NH,116,510,no,no,0,174.4,93,29.65,232.0,117,19.72,166.9,96,7.51,10.8,5,2.92,2,no
CT,129,408,no,yes,5,113.5,88,19.3,230.0,99,19.55,240.0,116,10.8,7.0,5,1.89,0,no
MT,129,408,no,no,0,207.1,122,35.21,173.6,103,14.76,251.9,131,11.34,10.7,6,2.89,0,no
AZ,98,510,no,yes,5,105.0,148,17.85,269.4,99,22.9,212.2,112,9.55,7.0,5,1.89,0,no
ME,111,510,yes,yes,7,131.4,119,22.34,260.6,67,22.15,137.5,87,6.19,11.7,6,3.16,3,yes
IL,139,415,no,no,0,235.1,104,39.97,193.7,116,16.46,168.5,80,7.58,6.5,6,1.76,0,no
FL,158,408,no,no,0,244.5,79,41.57,215.0,81,18.28,176.3,59,7.93,16.4,4,4.43,2,no
CT,170,510,no,yes,10,151.8,72,25.81,214.9,69,18.27,202.5,85,9.11,7.2,1,1.94,1,no
DE,135,510,no,no,0,226.1,110,38.44,202.7,100,17.23,176.9,113,7.96,11.3,4,3.05,2,yes
SC,95,415,no,yes,9,112.2,86,19.07,170.7,116,14.51,191.8,109,8.63,11.5,4,3.11,1,no
CA,67,415,yes,yes,9,162.3,111,27.59,264.3,98,22.47,197.8,78,8.9,13.8,7,3.73,1,no
CA,77,408,no,no,0,161.6,93,27.47,172.9,111,14.7,248.7,109,11.19,10.3,4,2.78,0,no
ID,142,510,yes,no,0,71.2,106,12.1,118.1,99,10.04,181.5,83,8.17,12.5,2,3.38,0,no
VA,73,408,no,no,0,150.0,106,25.5,223.5,99,19.0,227.5,125,10.24,9.7,1,2.62,1,no
WY,89,408,no,no,0,197.3,77,33.54,201.9,104,17.16,213.9,104,9.63,11.5,3,3.11,3,no
NC,102,510,no,no,0,180.1,146,30.62,152.0,115,12.92,258.2,93,11.62,12.6,2,3.4,0,no
SC,70,408,no,yes,7,106.3,156,18.07,175.9,93,14.95,175.9,64,7.92,6.3,5,1.7,0,no
WY,102,510,yes,no,0,176.2,75,29.95,253.8,102,21.57,196.5,84,8.84,13.7,5,3.7,3,no
KY,130,415,no,no,0,121.0,75,20.57,141.6,101,12.04,188.1,94,8.46,8.9,4,2.4,1,no
WA,112,510,no,no,0,163.3,88,27.76,233.2,66,19.82,248.6,102,11.19,8.2,3,2.21,2,no
WI,96,408,no,no,0,214.0,104,36.38,232.6,69,19.77,148.0,110,6.66,3.9,5,1.05,1,yes
VT,69,408,no,no,0,188.4,89,32.03,255.0,127,21.68,210.0,89,9.45,5.4,11,1.46,0,no
KS,55,510,no,no,0,170.2,91,28.93,205.8,85,17.49,192.5,100,8.66,10.2,5,2.75,0,no
AL,1,510,yes,no,0,157.1,99,26.71,194.1,129,16.5,160.7,87,7.23,4.3,3,1.16,3,no
HI,88,510,yes,no,0,142.3,100,24.19,215.6,111,18.33,202.7,103,9.12,12.9,4,3.48,0,no
ME,16,415,no,no,0,185.5,99,31.54,169.2,81,14.38,176.6,105,7.95,9.4,4,2.54,4,yes
MD,11,510,yes,yes,10,168.9,98,28.71,157.9,107,13.42,209.8,108,9.44,10.8,4,2.92,4,no
AZ,127,510,no,no,0,117.9,37,20.04,208.5,123,17.72,189.1,87,8.51,9.5,1,2.57,2,no
